Kod,Nazwa,JM,WysokoscCm,SzerokoscCm,DlugoscCm,JmZ,Przelicznik_JmJmZ,WagaKG,Typ,NumerKatalogowy,SWW,Grupa,StanMin,StanMax,VAT,VATZak,VATFlaga,VatZakFlaga,EAN,Opis,OpakowanieKaucja,OdwrotneObciazenie,CenaZCzteremaMiejscami,Granica ceny,Minimalna cena/mar¿a,Dostawca,Kod u dostawcy,Kod producenta,KosztUslugiTyp,KosztUslugi,KosztUslugiWal,Waluta,Intrastat - kod CN,Intrastat - kraj pochodzenia,Intrastat - masa,Intrastat - JmPomPrzelicznikL,Intrastat - JmPomPrzelicznikM,Podzielona p³atnoœæ,Cena zakupu,Waluta Cena zakupu,Cena hurtowa 1,Waluta Cena hurtowa 1,Cena hurtowa 2,Waluta Cena hurtowa 2,Cena hurtowa 3,Waluta Cena hurtowa 3,Cena detaliczna,Waluta Cena detaliczna
2776-uniw,"Signature range C4920SIG - 49 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182423225,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,102.11,PLN,0,PLN,0,PLN,132.9,PLN
2777-uniw,Spadochronowy Single Shot SS25P - 6 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182432012,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,34.15,PLN,0,PLN,0,PLN,42,PLN
2778-uniw,New identity series C50MNID - 50 strza³ów MIX,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182432876,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,158.54,PLN,0,PLN,0,PLN,195,PLN
2779-uniw,"Dumbum Micro C2525DU - 25 strza³ów 1""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182424000,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,80,PLN,0,PLN,0,PLN,98.4,PLN
277-uniw,"Beauty And The Fire TXB015 - 400 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,471.54,PLN,0,PLN,0,PLN,580,PLN
2780-uniw,Flara meczowa niebieska Hooligans Torch P40MO25,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,10.57,PLN,0,PLN,0,PLN,13,PLN
2781-uniw,"Pearates C4825MP - 48 strza³ów 1""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182417316,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,147.4,PLN,0,PLN,0,PLN,181.3,PLN
2782-uniw,"Qwak C4825MQ - 48 strza³ów 1""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182417330,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,147.4,PLN,0,PLN,0,PLN,181.3,PLN
2783-uniw,Single Line SR1930R - whistling tail w.red mine,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182496403,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,53.93,PLN,104.07,PLN,0,PLN,0,PLN,128,PLN
2784-uniw,"Storm new age-Fan shape CF503X23 - 50 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182492313,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,301.71,PLN,0,PLN,0,PLN,371.1,PLN
2785-uniw,"Space Ship on the Moon TB81 - 49 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5908221907038,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,185.37,PLN,0,PLN,0,PLN,228,PLN
2786-uniw,Flara meczowa zielona Hooligans Torch P40Z25,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182460527,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,5.9,PLN,11.38,PLN,0,PLN,0,PLN,14,PLN
2787-uniw,Flara meczowa czerwona Hooligans Torch P40C25,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182460503,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,10.57,PLN,0,PLN,0,PLN,13,PLN
2788-uniw,Flara meczowa ¿ó³ta Hooligans Torch P40ZL25,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,5.89,PLN,11.38,PLN,0,PLN,0,PLN,14,PLN
2789-uniw,Flary meczowe niebieskie Hooligans Torch P40MO25 - 5 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8595182434108,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,44.72,PLN,0,PLN,0,PLN,55,PLN
278-uniw,"Scent Of Fire TXB018 - 320 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,duplikat-51-278,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,284.9,PLN,821.14,PLN,0,PLN,0,PLN,1010,PLN
2790-uniw,Flary meczowe zielone Hooligans Torch P40Z25 - 5 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,53.66,PLN,0,PLN,0,PLN,66,PLN
2791-uniw,Flary meczowe czerwone Hooligans Torch P40C25 - 5 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,44.72,PLN,0,PLN,0,PLN,55,PLN
2792-uniw,Flary meczowe ¿ó³te Hooligans Torch P40ZL25 - 5 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,53.66,PLN,0,PLN,0,PLN,66,PLN
2793-uniw,"King of Bling AC25-100-3 - 100 strza³ów 1""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901122912774,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,242.28,PLN,0,PLN,0,PLN,298,PLN
2794-uniw,"Raptor Princess AC25-100-2 - 100 strza³ów 1""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901122912767,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,242.28,PLN,0,PLN,0,PLN,298,PLN
2795-uniw,Laserballs FL1 - 6 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901122911753,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,7.32,PLN,0,PLN,0,PLN,9,PLN
2796-uniw,"Dragon - Japan Series - CS7379B - 50 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5903367173798,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,227.64,PLN,0,PLN,0,PLN,280,PLN
2797-uniw,"Samurai - Japan Series - CS7379D - 50 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5903367273795,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,227.64,PLN,0,PLN,0,PLN,280,PLN
2798-uniw,Single shots Parachute 70025 - 2 sztuki,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901363706309,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,4.88,PLN,0,PLN,0,PLN,6,PLN
2799-uniw,Wulkany Kazbek TXF146A,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5090616021464,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,20.33,PLN,0,PLN,0,PLN,25,PLN
279-uniw,"Magic Lights TXB016 - 164 strza³y 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,630.08,PLN,0,PLN,0,PLN,775,PLN
27-uniw,Happy spring Motyl ma³y W530,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,1.63,PLN,0,PLN,0,PLN,2,PLN
2800-uniw,Elbrus TXF146C - 2 sztuki,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,41.71,PLN,0,PLN,0,PLN,51.3,PLN
2801-uniw,Gold Energy TXF783 - 2 sztuki,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160217836,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,37.15,PLN,0,PLN,0,PLN,45.7,PLN
2802-uniw,Zestaw 4 wulkanów Deep Energy TXF782,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160217829,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,37.56,PLN,0,PLN,0,PLN,46.2,PLN
2803-uniw,Wulkan Santoryn TXF822,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160218222,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,13.32,PLN,26.02,PLN,0,PLN,0,PLN,32,PLN
2804-uniw,Hekla TXF837 - 2 sztuki,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160218376,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,8.13,PLN,0,PLN,0,PLN,10,PLN
2805-uniw,Wulkany Ararat TXF838,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160218383,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,39.84,PLN,0,PLN,0,PLN,49,PLN
2806-uniw,"Bateria rzymskich ognii Candle Bundle 2 XC3002 - 300 strza³ów 0.5""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,103.25,PLN,0,PLN,0,PLN,127,PLN
2807-uniw,"Bateria rzymskich ognii Candle Bundle 4 XC3004 - 300 strza³ów 0.5""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,51.41,PLN,103.25,PLN,0,PLN,0,PLN,127,PLN
2808-uniw,"Bateria rzymskich ognii Candle Bundle 8 XC3008 - 300 strza³ów 0.5""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,51.41,PLN,103.25,PLN,0,PLN,0,PLN,127,PLN
2809-uniw,Zestaw Rakiet Mercury TXR368 - 5 sztuk,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160213685,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,13.1,PLN,25.2,PLN,0,PLN,0,PLN,31,PLN
280-uniw,Dynamic Sky TXB017 - 180 strza³ów MIX,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,707.32,PLN,0,PLN,0,PLN,870,PLN
2810-uniw,Lataj¹ce motyle Kaskader TXP754 - 12 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,3.17,PLN,0,PLN,0,PLN,3.9,PLN
2811-uniw,Fontanna tortowa 12 cm z uchwytem TXF175 - 40 sekund,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160211759,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,1.19,PLN,2.44,PLN,0,PLN,0,PLN,3,PLN
2812-uniw,Fontanny tortowe niebieskie 12cm TXF262 - 2 sztuki,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160212626,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,1.52,PLN,2.93,PLN,0,PLN,0,PLN,3.69,PLN
2813-uniw,Fontanna tortowa 12cm srebrna TXF367 - 40 sekund,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5090616023673,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0.67,PLN,2.2,PLN,0,PLN,0,PLN,2.7,PLN
2814-uniw,Fontanna tortowa z³ota 25cm TXF370 - 80 sekund,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160213708,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,1.35,PLN,3.5,PLN,0,PLN,0,PLN,4.3,PLN
2815-uniw,Fontanny tortowe ró¿owe 12cm TXF558 - 2 sztuki,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160215580,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,1.52,PLN,2.93,PLN,0,PLN,0,PLN,3.6,PLN
2816-uniw,Z³ote fontanny tortowe 10cm TXF636 - 2 sztuki,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160216365,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0.85,PLN,2.68,PLN,0,PLN,0,PLN,3.3,PLN
2817-uniw,Vulcano TXF836 - 2 sztuki,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160218369,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,7.56,PLN,0,PLN,0,PLN,9.3,PLN
2818-uniw,Rakiety Nautilus 10307 - 8 sztuk,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583610332,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,25.61,PLN,0,PLN,0,PLN,31.5,PLN
2819-uniw,"Hydra 18041003 - 42 strza³y 1""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583663611,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,148.78,PLN,0,PLN,0,PLN,183,PLN
281-uniw,Celebryta TXB006 - 123 strza³y MIX,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5906160210066,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,239.28,PLN,491.87,PLN,0,PLN,0,PLN,605,PLN
2820-uniw,Pary¿ Dakar 3018 - 6 sztuk,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583610011,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,28.58,PLN,88.62,PLN,0,PLN,0,PLN,109,PLN
2821-uniw,"Magma BL252 - 25 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583663833,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,66.67,PLN,108.94,PLN,0,PLN,0,PLN,134,PLN
2822-uniw,"Rebellion BWE1568 - 49 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583663642,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,265.85,PLN,0,PLN,0,PLN,327,PLN
2823-uniw,Bateria rzymskich ognii Candle Barrage II BWE2306 - 128 strza³ów 14mm,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583663666,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,71.38,PLN,0,PLN,0,PLN,87.8,PLN
2824-uniw,Bateria rzymskich ognii Candle Barrage III BWE2307 - 90 strza³ów 14mm,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583663673,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,39.76,PLN,0,PLN,0,PLN,48.9,PLN
2825-uniw,Bateria rzymskich ognii Candle Barrage I BWE2305 - 96 strza³ów 14mm,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,53.25,PLN,0,PLN,0,PLN,65.5,PLN
2826-uniw,Zestaw Goliat JA004,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583600098,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,43.9,PLN,0,PLN,0,PLN,54,PLN
2827-uniw,Zestaw Gigant JA005,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583600104,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,43.58,PLN,0,PLN,0,PLN,53.6,PLN
2828-uniw,Zestaw Nostradamus JA018,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583600159,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,30.08,PLN,0,PLN,0,PLN,37,PLN
2829-uniw,Zestaw Excalibur JA019,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583600166,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,37.07,PLN,0,PLN,0,PLN,45.6,PLN
282-uniw,"Titanium Salute PXB2113 - 25 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901721792067,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,33.01,PLN,0,PLN,0,PLN,40.6,PLN
2830-uniw,Crackling Fountains JC08 - 6 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583620294,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,13.82,PLN,0,PLN,0,PLN,17,PLN
2831-uniw,Handhold Fountain JF44 - 4 sztuki,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583684296,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,12.36,PLN,25.2,PLN,0,PLN,0,PLN,31,PLN
2832-uniw,Mix of Fountains JF50 - 2 sztuki,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583620898,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,5.53,PLN,11.06,PLN,0,PLN,0,PLN,13.6,PLN
2833-uniw,Zimne Ognie 16cm JO16 - 10 sztuk,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583640148,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,1.06,PLN,0,PLN,0,PLN,1.3,PLN
2834-uniw,Zimne Ognie 40cm JO40 - 5 sztuk,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583640308,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,2.28,PLN,0,PLN,0,PLN,2.8,PLN
2835-uniw,Rakietki JORGE ROCKETS JR04 - 6 sztuk,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583610370,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,5.1,PLN,8.94,PLN,0,PLN,0,PLN,12.55,PLN
2836-uniw,TOP 10 JR10 - 6 sztuk,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583610158,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,33.33,PLN,0,PLN,0,PLN,41,PLN
2837-uniw,Speed III JR23 - 6 sztuk,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583610219,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,49.76,PLN,0,PLN,0,PLN,61.2,PLN
2838-uniw,Rakiety Exclusive Collection JR25 - 4 sztuki,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583610448,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,34.88,PLN,0,PLN,0,PLN,42.9,PLN
2839-uniw,"Bateria rzymskich ognii JRC10 - 60 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583661853,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,48.78,PLN,0,PLN,0,PLN,60,PLN
283-uniw,"Iryd PXB2211 - 19 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901721791916,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,44.47,PLN,107.32,PLN,0,PLN,0,PLN,132,PLN
2840-uniw,"Terminator JW4071-2F - 100 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583663031,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,175.61,PLN,0,PLN,0,PLN,216,PLN
2841-uniw,"Nightmare JW4078 - 100 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583660467,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,208.13,PLN,0,PLN,0,PLN,256,PLN
2842-uniw,"Dafne JW4091 - 56 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583663321,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,44.31,PLN,88.62,PLN,0,PLN,0,PLN,109,PLN
2843-uniw,"Halley's Comet JW4092 - 56 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583663338,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,97.56,PLN,0,PLN,0,PLN,120,PLN
2844-uniw,"Butterfly JW638 - 36 strza³ów 1""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583663406,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,60.57,PLN,91.06,PLN,0,PLN,0,PLN,149,PLN
2845-uniw,"Silver Fish JW639 - 49 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583663703,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,48.38,PLN,88.62,PLN,0,PLN,0,PLN,119,PLN
2846-uniw,"Pirania JW806 - 49 strza³ów 0.7""/18mm",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583662973,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,100,PLN,0,PLN,0,PLN,123,PLN
2847-uniw,"El Comandante JW914 - 100 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583663055,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,130.08,PLN,0,PLN,0,PLN,160,PLN
2848-uniw,"Don Juan JW811 - 49 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583663345,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,139.02,PLN,0,PLN,0,PLN,171,PLN
2849-uniw,Mistrzowie Ognia M33 - 8 sztuk,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583610509,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,20.33,PLN,0,PLN,0,PLN,25,PLN
284-uniw,"Meteor PXB2307 - 25 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901721791923,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,52.8,PLN,126.02,PLN,0,PLN,0,PLN,155,PLN
2850-uniw,Meteor Rain N3502 - 4 sztuki,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583610271,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,55.12,PLN,0,PLN,0,PLN,67.8,PLN
2851-uniw,Raca W³oska TORCIA MANNA T210 RED,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,13.82,PLN,0,PLN,0,PLN,17,PLN
2852-uniw,Raca W³oska TORCIA MANNA T210 WHITE,szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8058159650166,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,13.82,PLN,0,PLN,0,PLN,17,PLN
2853-uniw,"Grek Zorba 18041005 - 25 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901583663628,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,116.26,PLN,0,PLN,0,PLN,143,PLN
2854-uniw,Race Knallpatronen with bang - 50 sztuk,opak,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,8058159650210,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,35.78,PLN,63.41,PLN,0,PLN,0,PLN,78,PLN
2855-uniw,"Primavera SFC9006 - 200 strza³ów 0.8""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5903367090064,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,176.43,PLN,408.13,PLN,0,PLN,0,PLN,502,PLN
2856-uniw,"Geysha - Japan Series - CS7379E - 50 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5903367373792,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,227.64,PLN,0,PLN,0,PLN,280,PLN
2857-uniw,"Bustin's Loose SFC1536F1 - 36 strza³ów 1""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5903367153615,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,85.37,PLN,0,PLN,0,PLN,105,PLN
2858-uniw,"Cross Fire SFC1536F3 - 36 strza³ów 1""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5903367153639,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,85.37,PLN,0,PLN,0,PLN,105,PLN
2859-uniw,"Boss Hog SFC1525F4  - 25 strza³ów 1""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5903367152540,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,0,PLN,64.23,PLN,0,PLN,0,PLN,79,PLN
285-uniw,"P-42 PXB2407 - 36 strza³ów 1.2""",szt,,,,,,0,TP,,, \ FAJERWERKI,0,0,23,23,2,2,5901721790933,,0,0,0,0,0,,,,1,0,0,PLN,,,0,1,1,0,146.94,PLN,192.68,PLN,0,PLN,0,PLN,237,PLN
